run_id,temperature,pressure,o2,faulty,temperature_iqr_outlier,temperature_zscore_outlier,pressure_iqr_outlier,pressure_zscore_outlier,o2_iqr_outlier,o2_zscore_outlier
1,611.9365234375,-42.6573982239,5.5359997749,0,True,False,False,False,False,False
1,621.0031738281,-43.3643989563,5.9079999924,0,True,False,False,False,False,False
1,622.882019043,-42.802898407,5.9538002014,0,True,False,False,False,False,False
1,624.0822753906,-43.2206001282,5.4338998795,0,True,False,False,False,False,False
1,625.4263916016,-42.9089012146,5.6401000023,0,True,False,False,False,False,False
1,628.4570922852,-42.3833999634,5.7961997986,0,True,False,False,False,False,False
1,634.1384277344,-42.8909988403,5.4581999779,0,True,False,False,False,False,False
1,636.6613769531,-42.9006004333,5.37169981,0,True,False,False,False,False,False
1,632.5488891602,-41.6293983459,5.4738998413,0,True,False,False,False,False,False
1,639.0966186523,-41.1315994263,5.5184998512,0,True,False,False,False,False,False
1,642.9761962891,-41.4939002991,5.6873002052,0,True,False,False,False,False,False
1,640.7954101562,-41.8722000122,5.458799839,0,True,False,False,False,False,False
1,642.5397949219,-40.6850013733,5.2761001587,0,True,False,False,False,False,False
1,649.8687133789,-41.0787010193,5.5616002083,0,True,False,False,False,False,False
1,649.8516235352,-40.6128997803,5.5813999176,0,True,False,False,False,False,False
1,655.7702026367,-40.0111999512,5.755300045,0,True,False,False,False,False,False
1,656.8162231445,-40.0856018066,5.2362999916,0,True,False,False,False,False,False
1,657.8640136719,-40.7379989624,5.6101999283,0,True,False,False,False,False,False
1,661.0386962891,-40.5308990479,5.4748001099,0,True,False,False,False,False,False
1,659.6923217773,-40.2070999146,5.4422001839,0,True,False,False,False,False,False
1,665.3173828125,-39.8773994446,5.4505000114,0,True,False,False,False,False,False
1,666.3120727539,-38.8496017456,5.185500145,0,True,False,False,False,False,False
1,667.0684204102,-40.436000824,5.4317002296,0,True,False,False,False,False,False
1,669.4661865234,-39.5111999512,5.247300148,0,True,False,False,False,False,False
1,672.5144042969,-39.0671005249,5.3794999123,0,True,False,False,False,False,False
1,673.7537231445,-39.7084007263,5.4347000122,0,True,False,False,False,False,False
1,676.0017700195,-37.7038002014,5.2265000343,0,True,False,False,False,False,False
1,681.4038696289,-39.1972007751,5.3587999344,0,True,False,False,False,False,False
1,681.6638793945,-39.2397994995,5.3273000717,0,True,False,False,False,False,False
1,685.1116943359,-38.8475990295,5.3390002251,0,True,False,False,False,False,False
1,684.6062011719,-39.1643981934,5.2202000618,0,True,False,False,False,False,False
1,686.4265136719,-38.6543998718,5.2505998611,0,True,False,False,False,False,False
1,691.2713012695,-38.5588989258,5.4001002312,0,True,False,False,False,False,False
1,692.9564819336,-39.4207992554,5.1662998199,0,True,False,False,False,False,False
1,693.7714233398,-38.8399009705,5.3456001282,0,True,False,False,False,False,False
1,692.1013183594,-37.6915016174,5.5047001839,0,True,False,False,False,False,False
1,699.5161743164,-38.4089012146,5.4096999168,0,True,False,False,False,False,False
1,700.1746826172,-38.0159988403,5.2796001434,0,True,False,False,False,False,False
1,702.9595947266,-38.4187011719,5.4965000153,0,True,False,False,False,False,False
1,699.9617919922,-38.1674995422,5.3239002228,0,True,False,False,False,False,False
1,702.6497192383,-38.0637016296,5.2670998573,0,True,False,False,False,False,False
1,702.7308959961,-37.8741989136,5.6087999344,0,True,False,False,False,False,False
1,708.4489135742,-38.4444007874,5.1454000473,0,True,False,False,False,False,False
1,711.3803710938,-38.7452011108,5.293900013,0,True,False,False,False,False,False
1,712.3942260742,-38.2988014221,5.3870000839,0,True,False,False,False,False,False
2,200.5500030518,-49.1713981628,4.9808001518,0,True,True,False,False,False,False
2,206.0037994385,-48.2276992798,4.9697999954,0,True,True,False,False,False,False
2,216.9432983398,-48.6362991333,5.0310997963,0,True,True,False,False,False,False
2,225.8957061768,-48.938999176,5.0647997856,0,True,True,False,False,False,False
2,235.8155059814,-48.3465995789,4.9832000732,0,True,True,False,False,False,False
2,245.4526062012,-49.1055984497,5.0229997635,0,True,True,False,False,False,False
2,248.3957061768,-47.9417991638,5.1881999969,0,True,True,False,False,False,False
2,258.8987121582,-47.6977996826,4.7680001259,0,True,True,False,False,False,False
2,266.3024902344,-48.64220047,4.9007000923,0,True,True,False,False,False,False
2,277.4650878906,-47.7747001648,5.0876002312,0,True,True,False,False,False,False
2,279.9190063477,-47.1497993469,5.2248997688,0,True,True,False,False,False,False
2,289.4809875488,-47.8867988586,5.1647000313,0,True,True,False,False,False,False
2,297.6012878418,-46.9728012085,5.1459999084,0,True,True,False,False,False,False
2,308.7087097168,-47.5494003296,5.2793002129,0,True,True,False,False,False,False
2,313.0127868652,-47.6626014709,5.2105998993,0,True,True,False,False,False,False
2,321.8503112793,-47.7402992249,5.2611999512,0,True,True,False,False,False,False
2,327.9848022461,-46.4565010071,5.1243000031,0,True,True,False,False,False,False
2,338.1415100098,-47.5979003906,5.0137000084,0,True,True,False,False,False,False
2,341.490814209,-47.2346000671,5.4932999611,0,True,True,False,False,False,False
2,350.2466125488,-46.2462005615,5.1507000923,0,True,True,False,False,False,False
2,359.5595092773,-47.498500824,5.1080999374,0,True,True,False,False,False,False
2,363.0285949707,-47.9733009338,5.0588002205,0,True,True,False,False,False,False
2,366.6770935059,-46.7052001953,5.1139998436,0,True,True,False,False,False,False
2,379.207611084,-46.4817008972,5.1940999031,0,True,True,False,False,False,False
2,386.871307373,-47.5177993774,5.3933000565,0,True,True,False,False,False,False
2,389.55859375,-47.8571014404,5.094399929,0,True,True,False,False,False,False
2,397.7268981934,-48.0471000671,5.4088997841,0,True,True,False,False,False,False
2,405.4071960449,-47.8114013672,5.0559000969,0,True,True,False,False,False,False
2,407.8895874023,-47.9758987427,5.0426001549,0,True,True,False,False,False,False
2,416.6435852051,-47.4868011475,5.0799999237,0,True,True,False,False,False,False
2,422.2880859375,-48.1442985535,5.144299984,0,True,True,False,False,False,False
2,427.7727966309,-47.4580001831,4.850399971,0,True,True,False,False,False,False
2,433.794708252,-48.7602996826,5.0313000679,0,True,True,False,False,False,False
2,442.4063110352,-48.3032989502,5.2484002113,0,True,True,False,False,False,False
2,446.1642150879,-49.1762008667,4.9615001678,0,True,True,False,False,False,False
2,451.3681945801,-48.895198822,5.3182997704,0,True,True,False,False,False,False
2,456.1471862793,-48.9486999512,4.9228000641,0,True,True,False,False,False,False
2,460.1206054688,-49.0182991028,5.1051998138,0,True,True,False,False,False,False
2,464.5292053223,-49.6050987244,5.0597000122,0,True,True,False,False,False,False
2,472.0476989746,-49.2106018066,5.0618000031,0,True,True,False,False,False,False
2,479.8469848633,-49.0872993469,5.0416998863,0,True,True,False,False,False,False
2,484.0773925781,-50.115398407,5.0472002029,0,True,True,False,False,False,False
2,486.8758850098,-49.8115997314,5.0286002159,0,True,True,False,False,False,False
